VendorNumber,VendorName,Brand,Description,PurchasePrice,ActualPrice,Volume,TotalPurchaseQuantity,TotalPurchaseDollars,TotalSalesQuantity,TotalSalesDollars,TotalSalesPrice,TotalExciseTax,FreightCost,GrossProfit,ProfitMargin,StockTurnover,SalestoPurchasRatio,UnsoldInventoryValue
8004,SAZERAC CO INC             ,5153,Fireball Cinn Whisky Trav,10.44,15.99,750,25499,266209.56,24332.0,365180.68,171934.8,19159.94,50293.62,98971.12,27.101959501252914,0.9542334993529158,1.371778984947047,12183.48
3960,DIAGEO NORTH AMERICA INC   ,4368,Capt Morgan Private Stock,23.91,32.99,1750,11035,263846.85000000003,10729.0,366181.71,227108.56000000003,19718.36,257032.07,102334.85999999999,27.946469527383,0.9722700498414136,1.3878570466162472,7316.46
3960,DIAGEO NORTH AMERICA INC   ,3488,Tanqueray,15.62,23.99,750,16740,261478.8,16090.0,374367.1,211905.59,12672.58,257032.07,112888.29999999999,30.15443931905341,0.9611708482676224,1.4317302205761997,10153.0
3960,DIAGEO NORTH AMERICA INC   ,8111,Smirnoff 80 Proof,0.77,0.99,50,337660,259998.2,326725.0,323457.75,21018.69,17148.21,257032.07,63459.54999999999,19.61911563411295,0.9676153527216727,1.244076882070722,8419.95
6213,MHW LTD                    ,5921,RumChata Liqueur,14.81,21.99,750,17419,257975.38999999998,16359.0,344078.41,182235.9,12884.03,9621.58,86103.01999999999,25.024243747231917,0.9391469085481371,1.3337644726498912,15698.6
1392,CONSTELLATION BRANDS INC   ,40096,Black Box Cab Svgn,10.52,16.99,3000,24452,257235.04,23713.0,433128.87,194844.24,10670.85,79528.99,175893.83,40.61004522741696,0.9697775233109766,1.6837864312731265,7774.28
17035,PERNOD RICARD USA          ,2756,Jameson Caskmates,22.89,29.99,750,11220,256825.8,10107.0,300388.93,188464.68,7963.49,123780.22,43563.130000000005,14.502242143210806,0.9008021390374331,1.169621315303992,25476.57
9165,ULTRA BEVERAGE COMPANY LLP ,15094,Butter Chard,9.08,14.99,750,28274,256727.91999999998,24582.0,356927.62,104256.57,2752.52,68054.7,100199.70000000001,28.07283448672311,0.8694206691660182,1.3902952978390508,33523.36
8112,MOET HENNESSY USA INC      ,8612,Grand Marnier,45.79,67.99,1750,5583,255645.57,5312.0,339024.88,236138.18,9764.24,48347.26,83379.31,24.593861665845882,0.9514597886440982,1.3261519845620637,12409.09
9815,WINE GROUP INC             ,6349,Glen Ellen Chard RSV,4.63,6.99,1500,55151,255349.13,53797.0,376041.03,99209.07,12083.66,27100.41,120691.90000000002,32.09540724851222,0.9754492212289895,1.4726544398251915,6269.0199999999995
12546,JIM BEAM BRANDS COMPANY    ,3351,Pinnacle Whipped Vodka,13.27,16.99,1750,19227,255142.29,18312.0,307813.88,170664.58,33648.26,123880.97,52671.59,17.1115058229343,0.9524106724918084,1.2064400613477286,12142.05
3664,WILLIAM GRANT & SONS INC   ,8021,Glenfiddich Special Rsv 12,31.49,39.99,750,8081,254470.69,6681.0,293091.19,200190.55000000002,5265.46,30234.420000000002,38620.5,13.176956973698188,0.8267541145897785,1.1517679698200214,44086.0
9165,ULTRA BEVERAGE COMPANY LLP ,3788,Patron Silver Tequila,19.99,27.99,375,12664,253153.36,11530.0,316926.7,192814.12,4524.97,68054.7,63773.340000000026,20.1224257848897,0.9104548325963361,1.2519158347335386,22668.66
11567,CAMPARI AMERICA            ,8107,Wild Turkey 101,26.71,36.99,1750,9472,252997.12,8874.0,315206.26,204607.46000000002,16311.01,20964.81,62209.140000000014,19.7360103190844,0.9368665540540541,1.2458887279033057,15972.58
8112,MOET HENNESSY USA INC      ,2692,Glenmorangie 10 Yr Scotch,26.31,41.99,750,9588,252260.28,8958.0,320818.42,201558.11000000002,7058.3,48347.26,68558.13999999998,21.369764242339947,0.9342928660826032,1.2717754059418311,16575.3
1128,BROWN-FORMAN CORP          ,1237,Jack Daniels Single Barrel,33.83,44.99,750,7418,250950.94,6449.0,294595.51,173097.32,5081.85,68601.68,43644.57000000001,14.815083230562479,0.8693717983283904,1.1739167424517318,32781.27
480,BACARDI USA INC            ,3851,Grey Goose Vodka,12.02,15.99,375,20841,250508.82,19856.0,294988.44,127761.66,7800.71,89286.27,44479.619999999995,15.078428158066123,0.9527373926395086,1.1775571015822917,11839.699999999999
3664,WILLIAM GRANT & SONS INC   ,8480,Clan MacGregor,11.19,14.99,1750,22379,250421.01,21023.0,322091.77,129167.69,38628.95,30234.420000000002,71670.76000000001,22.251658277390945,0.9394074802269985,1.286201065956886,15173.64
17035,PERNOD RICARD USA          ,2645,Chivas Regal,21.89,31.99,750,11427,250137.03,10033.0,313573.67,183579.56,7905.2300000000005,123780.22,63436.639999999985,20.230218946635407,0.878008226131093,1.2536075526282533,30514.66
3089,SIDNEY FRANK IMPORTING CO  ,812,Jagermeister Liqueur,17.03,22.99,1000,14663,249710.89,13902.0,301300.98,144761.50999999998,14597.1,8549.55,51590.08999999997,17.122443478278754,0.9481006615290186,1.2065992796709826,12959.830000000002
1392,CONSTELLATION BRANDS INC   ,40097,Black Box Chard,10.59,16.99,3000,23567,249574.53,23122.0,419318.77999999997,179728.28999999998,10404.9,79528.99,169744.24999999997,40.480955801693405,0.9811176645309119,1.6801345073153096,4712.55
9552,M S WALKER INC             ,40425,Mionetto Prosecco Brut,6.42,13.99,750,38456,246887.52,34471.0,423234.33,109327.02,3862.78,55551.82,176346.81000000003,41.66647114850065,0.8963750780112336,1.7142799684649919,25583.7
12546,JIM BEAM BRANDS COMPANY    ,3696,Gilbeys Vodka,7.6,10.49,1750,32485,246886.0,31611.0,335519.39,139215.85,58078.01,123880.97,88633.39000000001,26.416771322813865,0.9730952747421887,1.3590053303954053,6642.4
